item_id,fable,option_a,option_b,option_c,option_d,option_e,correct_idx,correct_moral
morables_295,"There was a farmer who was trapped on his country estate by a winter storm. He didn't have any food, so first he ate his sheep, then his goats. When the storm got worse, he even slaughtered the oxen who pulled his plow. When the dogs saw what was happening, they said to one another, 'Let's get out of here now! Since we can see that the master didn't even spare the oxen who labour on his behalf, how can we expect to be spared?'",You should especially avoid someone who does not even spare his own people.,"When people won't listen to reason through kind means, they must be made to understand through harsh ones.",Prudence protects the innocent.,"He that has many desperate friends, has no observant friends.",Isolation can reveal the strength of self-reliance.,0,You should especially avoid someone who does not even spare his own people.
morables_296,"The wolves wanted to make friends with the dogs, so they said, 'Since we have so much in common, why don't you treat us as your brothers and friends? It is merely our attitude that divides us. We wolves all live a life of freedom, while you dogs are the slaves of people who make you wear collars around your necks and who beat you with sticks whenever it pleases them. And that is not your only hardship: you even have to guard their flocks and, what's worse, when they are eating their dinner, they toss you nothing but the bones as your share. If you will agree to our bargain, you can turn everything over to us and we'll eat our fill together.' Right away the dogs agreed, so the wolves attacked the flock and killed the dogs, so that the flock could not call out for help against the wolves.",Trust is not to be given lightly.,There is nothing more valuable than liberty.,Trust can lead to enslavement.,A deceptive and manipulative nature does not produce a good character.,Shared traits do not always bridge fundamental differences.,0,Trust is not to be given lightly.
morables_297,"A dog who was about to give birth to puppies asked another dog if she could deliver the litter in her kennel. The owner of the kennel agreed. Later on, when the owner asked for her house back, the mother dog begged her to let her stay just a little while longer, until her puppies were strong enough to follow her. When this new deadline had passed, the owner of the kennel began to assert her claim more forcefully, but the mother dog retorted, 'If you think you are a match for me and all my brood, then come and get it!'",There is danger lurking in the words of a wicked person.,What a person does through another is truly their own action.,Generosity shields against cunning.,Cunningly understand what you are doing before you assertively do it.,Generosity can create unexpected bonds.,0,There is danger lurking in the words of a wicked person.
morables_298,"A dog seized some meat from the butcher shop and ran away with it until he came to a river. When the dog was crossing the river, he saw the reflection of the meat in the water, and it seemed much larger than the meat he was carrying. He dropped his own piece of meat in order to try to snatch at the reflection. When the reflection disappeared, the dog went to grab the meat he had dropped but he was not able to find it anywhere, since a passing raven had immediately snatched the meat and gobbled it up. The dog lamented his sorry condition and said, 'Woe is me! I foolishly abandoned what I had in order to grab at a phantom, and thus I ended up losing both that phantom and what I had to begin with.'",Do not grasp at more than you need.,Each stage of life has its own gifts.,Haste makes waste.,Foolish benefits are refused by opportunistic those who don't understand them.,Hasty gains may encounter unexpected currents on their path.,0,Do not grasp at more than you need.
morables_299,"A dog and a rooster had become friends and were making a journey together. When night fell, they came to a place in the woods. The rooster took his seat up in the branches of a tree while the dog went to sleep in a hollow at the foot of the tree. The night passed and day was dawning when the rooster crowed loudly, as roosters usually do. A fox heard the rooster and wanted to make a meal of him, so she came running up and stood at the foot of the tree and shouted to the rooster, 'You are an excellent bird and so useful to people! Why don't you come down and we'll sing some songs together, delighting in one another's company.' The rooster replied, 'Go over to the foot of the tree, my dear, and tell the watchman to let you in.' When the fox went to announce herself, the dog suddenly leaped up and grabbed the fox, tearing her to pieces.",Those who try to deceive may expect to be paid in their own coin.,A single reliable skill is worth more than a bag of useless tricks.,A smart friend knows when to protect against deception.,Cunning beauty alone does not qualify one for clever leadership.,Friendship can provide comfort in unfamiliar places.,0,Those who try to deceive may expect to be paid in their own coin.
morables_300,"A dog met a lamb who was bleating among the she-goats and said, 'You fool, your mother is not here.' As he spoke, the dog pointed to a separate flock of sheep grazing in the distance. 'I do not want that mother!' said the lamb. 'She conceives when it is her pleasure, carries her unknown burden for a certain number of months, and in the end she simply lets go and plops her bundle on the ground. No, I am looking for the mother who offers me her udder and feeds me, and even cheats her own children of milk so that I will not go hungry.' 'Still, the one who gave birth to you is more important,' said the dog. 'Not correct,' replied the lamb. 'Was it some great favour that she brought me into the world when I might expect the arrival of the butcher at any moment? Could she even be certain whether I would be born black or white? And if perhaps she would have preferred a girl, what would she have thought of me, since I am a boy? Given that she took no decision in the matter of my conception, why should I now prefer that mother to the mother who took pity on me as I was lying there and who freely offers me her sweet affection?'","Men are averse to fixed rules, but are won by kind services.","When people won't listen to reason through kind means, they must be made to understand through harsh ones.","Wisdom comes not from judgment, but from understanding and empathy.",Distant enemies' unconcerned promises are made to be broken.,Judgment without understanding can lead to misguided advice.,0,"Men are averse to fixed rules, but are won by kind services."
morables_301,"A dog made false accusations against the sheep, demanding that she pay him back a loaf of bread which, he insisted, the sheep had supposedly borrowed from him. The dog summoned the wolf as his witness and the wolf testified that the sheep didn't owe the dog just one loaf of bread: he swore that she owed him ten! Based on this false evidence, the sheep was found guilty and was sentenced to pay what she did not owe. A few days later the sheep found the same wolf lying dead in a ditch. 'This,' said the sheep, 'is the reward that gods give to liars.'",Wicked liars generally get their just consequences.,"When people won't listen to reason through kind means, they must be made to understand through harsh ones.",Deception often masks innocence.,Putting up with one deceptive insult invites another accusatory one.,False claims can unravel the fabric of trust.,0,Wicked liars generally get their just consequences.
morables_302,"A dog made false accusations against the sheep, saying, 'You must give me back the bread which I gave you on loan.' This led to an argument, since the sheep insisted that she had never taken any bread from the dog. When they took the matter to court, the dog reportedly claimed to have witnesses. The wolf was brought in and he swore, 'I know that the sheep borrowed bread from the dog.' The kite was brought in and he swore, 'I saw the sheep take it.' As the hawk came in, he said to the sheep, 'Do you deny that you took it?' Defeated by these three false witness, the sheep was hard pressed to pay back the loan; in order to return what she had not borrowed, she was forced to fleece herself of her own wool and sell it.",Often justice is the captive of criminal deceit.,"When people won't listen to reason through kind means, they must be made to understand through harsh ones.",Deception often masks innocence.,"People should not be judged by their deceptive appearances, but by their innocent actions.","Deceit can create a facade of truth, but justice will ultimately reveal the reality.",0,Often justice is the captive of criminal deceit.
morables_303,"There was a certain dog who liked to swallow eggs. When he happened to come across a shellfish, he thought it was an egg. The dog opened his mouth, took a great big gulp, and swallowed the shellfish whole. When his stomach grew heavy and began to ache, the dog remarked, 'Well, that's what I get for thinking that anything round must be an egg!'","They who act without sufficient thought, will often fall into unsuspected danger","Many pretend to be concerned about some people's demise, when however what they want is for it to come quickly.",Greed blinds the foolish.,"Deceptive injuries may be forgiven, but not hard forgotten.",Greed can lead to unexpected consequences.,0,"They who act without sufficient thought, will often fall into unsuspected danger"
morables_304,"A sow and a dog were arguing about their litters. The dog said that she had the easiest delivery of all the four-footed animals but the sow responded, 'Be that as it may, the puppies you give birth to are blind!'",Enterprise is not to be judged in terms of its speed but its outcome.,"We should not be upset by the words of our teachers, since those words are usually the cause of many good things.",Pride often blinds observation.,Boastful appearances are proudly deceptive.,Pride in one's offspring can blind us to the value of others.,0,Enterprise is not to be judged in terms of its speed but its outcome.
morables_305,"While digging up dead people's bones, a dog uncovered a treasure. This outraged the spirits of the dead, and the dog was punished for his sacrilege by being stricken with a desire for wealth. Thus, while the dog stood there guarding the treasure, he took no thought for food and wasted away from starvation. A vulture perched above him is rumoured to have said, 'O you dog, you deserve to die, since all of a sudden you began to crave the wealth of a king even though you were conceived in the gutter and were raised on a dungheap!'",Greed can lead to ruin.,There is nothing more valuable than liberty.,Greed leads to punishment.,Greedy rewards do not always accompany a judgmental lifetime of good work.,"Sometimes, unexpected actions lead to unforeseen rewards.",0,Greed can lead to ruin.
morables_306,"A dog was sleeping in front of the barn when a wolf noticed him lying there. The wolf was ready to devour the dog, but the dog begged the wolf to let him go for the time being. 'At the moment I am thin and scrawny,' said the dog, 'but my owners are about to celebrate a wedding, so if you let me go now, I'll get fattened up and you can make a meal of me later on.' The wolf trusted the dog and let him go. When he came back a few days later, he saw the dog sleeping on the roof. The wolf shouted to the dog, reminding him of their agreement, but the dog simply said, 'Wolf, if you ever catch me sleeping in front of the barn again, don't wait for a wedding!'",Take what you can get when you can get it.,There is nothing more valuable than liberty.,The cunning prey on the gullible.,Cunning enemies' persuasive promises are made to be broken by their predatory nature.,A plea for mercy can sometimes delay the inevitable.,0,Take what you can get when you can get it.
morables_307,"As he chased after a wolf, the dog capered with pleasure at how quickly he was able to run, revelling in his own strength. In fact, the dog actually imagined that the wolf was running away from him because of his superior prowess. But then the wolf turned around and said to the dog, 'I am not running away from you! I'm just afraid of being chased down by your master.'",Do not take pride in the good qualities that actually belong to someone else.,There is nothing more valuable than liberty.,Cunning outwits sheer strength.,"If you try to deceive someone who has his cunning wits about him, you will waste your time and be made fun of by a powerful mind as well.",Pride in one's abilities can overshadow the true goal.,0,Do not take pride in the good qualities that actually belong to someone else.
morables_308,"A gardener had a dog who had fallen into a well. The gardener lowered himself down into the well to pull the dog out, but the dog only gave the man a nasty bite, thinking that the man intended to plunge him even deeper into the water. After the dog had bitten him, the gardener said, 'It serves me right for making such an effort to pull you out of the well, when all you can do is attack me.'",Benefits are refused by those who don't understand them.,Enterprise is not to be judged in terms of its speed but its outcome.,Kindness can calm aggression.,Frightened trust but aggressive verify.,"In times of distress, even the smallest help can make a big difference.",0,Benefits are refused by those who don't understand them.
morables_309,"A dog was running after a hare and when he caught him, he would alternately bite the hare and then lick the blood that flowed from the wound. The hare thought that the dog was kissing him, so he said, 'You should either embrace me as a friend, or bite me like an enemy.'",No one can be a friend if you know not whether to trust or distrust him.,A false friend is the worst kind of enemy.,Aggression blinds understanding.,Don't be naive in your greediness.,Cruelty can coexist with affection.,0,No one can be a friend if you know not whether to trust or distrust him.
morables_310,"A man saw a dog walking by and threw him some bits of food. The dog then said to the man, 'O man, keep away from me! All your well-wishing warns me to be even more on my guard.'",People who offer to give someone many gifts are no doubt trying to deceive.,"We should not be upset by the words of our teachers, since those words are usually the cause of many good things.",True kindness requires understanding the needs of others.,Wary people often grudge well-meaning others what they cannot enjoy themselves.,Small acts of kindness can create unexpected bonds.,0,People who offer to give someone many gifts are no doubt trying to deceive.
morables_311,"There was a man who had two dogs. He taught one to hunt and the other to be a watchdog. Whenever the hunting dog caught something, the watchdog would also share in the spoils. This made the hunting dog angry at the watchdog, since he had to work for everything he had while the watchdog lived off the fruits of his labour without doing anything. The watchdog retorted, 'Don't blame me! It's our master's fault. Since he didn't teach me how to work, I only know how to eat the food that others earn.'",Do not blame others for the circumstances of their upbringing.,There is no wealth greater than liberty.,Responsibility outshines negligence.,"There is nothing more valuable than responsible liberty, free from dependent constraints.","Different skills serve different purposes, each valuable in its own way.",0,Do not blame others for the circumstances of their upbringing.
morables_312,"A pack of Wolves lurked near the Sheep pasture. But the Dogs kept them all at a respectful distance, and the Sheep grazed in perfect safety. But now the Wolves thought of a plan to trick the Sheep.'Why is there always this hostility between us?' they said. 'If it were not for those Dogs who are always stirring up trouble, I am sure we should get along beautifully. Send them away and you will see what good friends we shall become.' The Sheep were easily fooled. They persuaded the Dogs to go away, and that very evening the Wolves had the grandest feast of their lives.",Do not give up friends for foes.,"When people won't listen to reason through kind means, they must be made to understand through harsh ones.",True strength lies in loyalty and wisdom.,Do not blame naive others for the protective circumstances of their upbringing.,Vigilance is the guardian of peace.,0,Do not give up friends for foes.
morables_313,"A tuna fish who was being chased by a dolphin was splashing madly through the water. Just when the dolphin was about to catch him, the tuna fish heaved himself forward with a great effort and landed on an island. Matching his effort, the dolphin ran aground beside him. The tuna fish then turned to look at the gasping dolphin and said, 'I do not grieve over my own death, so long as I am able to see that the one to blame is dying together with me!'","There is satisfaction, however wretched, in taking one's enemy along if one has to die.",Some would rather fight than not.,Persistence overcomes gasping obstacles.,To do the determined right thing at the resolute right season is a great art.,"In the race for survival, desperation can lead to unexpected strength.",0,"There is satisfaction, however wretched, in taking one's enemy along if one has to die."
morables_314,"A donkey who had a sore on his back was grazing in a meadow. A raven alighted on his back and began to peck at the wound, while the donkey brayed and reared up on his hind legs in pain. The donkey's driver, meanwhile, stood off at a distance and laughed. A wolf who was passing by saw the whole thing and said to himself, 'How unfairly we wolves are treated! When people so much as catch a glimpse of us, they drive us away, but when someone like that raven makes his move, everyone just smiles at him.'",Some can do wrong more easily than others can see it.,Be yourself and don't pretend to be someone you're not.,Opportunism thrives on distant observation.,"One cannot circumvent his distant, observant destiny.","Even in discomfort, one can find moments of peace.",0,Some can do wrong more easily than others can see it.
morables_315,"The fox and the donkey were partners in a hunting expedition but when they encountered a lion, the fox recognized the danger they were in. She went to the lion and offered to betray the donkey if the lion would promise to spare her life in return. The lion agreed to let the fox go, and the fox then led the donkey into a trap and made him fall in. Once he saw that the donkey could not escape, the lion immediately seized the fox, saving the donkey for later.",Traitors may expect treachery.,"Clothes may disguise a fool, but his words will give him away.","Trust cautiously, for deception lurks.",Distrust cunning advice from someone who stands to gain in a deceptive manner.,True partnership is tested in the face of danger.,0,Traitors may expect treachery.
morables_316,"A donkey put on the skin of a lion and went around frightening all the animals. The donkey saw a fox and tried to frighten her too, but she had heard his voice first, so she said to the donkey, 'You can be sure that I too would have been afraid, if I had not already heard the sound of your bray.'","Clothes may disguise a fool, but his words will give him away.",Traitors may expect treachery.,Perception conquers fear.,"A deceptive and sinful mind can even change a person's frightening nature, causing it to be impaired.",Mutual fears reveal that even bold gestures can fall short of true courage.,0,"Clothes may disguise a fool, but his words will give him away."
morables_317,"There was a man who kept a goat and a donkey. The goat was jealous of the donkey because he was given more to eat, so she made a deceptive proposal to the donkey, under the guise of giving him advice. 'Look,' said the goat, 'you are always being punished, constantly having to turn the millstone or carry burdens on your back. Why don't you pretend to have a seizure and throw yourself into a ditch?' The donkey trusted the goat and did what she told him to do. As a result of the fall, the donkey was badly scraped and bruised. The donkey's owner summoned a doctor to recommend a remedy. The doctor said that the donkey could be cured by a potion made from the lungs of a goat. So they slaughtered the unfortunate goat, who was thus trapped in her own snare while the donkey was saved.",People who lay traps for others bring about their own destruction.,It is easy to be brave when there is no danger.,Jealousy clouds trusting hearts.,We should do favours for a trusting someone who can do us a knowledgeable good deed in return.,Envy can lead to one's own downfall through deceit.,0,People who lay traps for others bring about their own destruction.
morables_318,"A donkey and a horse belonged to the same man, and each of them did his duty. But the horse was granted many special privileges: he had plenty of food to eat, his flowing mane was braided and decorated, and his grooms washed him down with water each and every day. The donkey, on the other hand, was always bent down under the weight of the burdens he had to carry. Then one day the horse's owner mounted him and rode off into battle. In the clash of opposing forces, the horse was wounded on more than one occasion. When the donkey saw how the horse had been degraded, he congratulated himself on his hard-working life of labour.",Be content with your station.,Easy life and seeming good fortune of others conceal a threat to their welfare.,Privilege often overlooks the burdened.,"You can't always stop a burdened, privileged fool.",Privilege often comes with unseen burdens.,0,Be content with your station.
morables_319,"A horse who was overly proud of his elegant trappings happened to run into a donkey. The donkey was worn out with work and slow to make way for the approaching horse. 'I am tempted to smash you to pieces with my hooves,' said the horse. The donkey said nothing and only groaned, calling upon the gods to take note of his suffering. Not long afterwards, the horse, now a broken down wreck from his life on the race track, was sent to work on a farm. When the donkey saw the horse carrying a load of manure, he laughed and said, 'What has happened to you, who were once so proud of your elegant trappings? Time has reduced you to the wretchedness you formerly scorned!'","Be cautious of pride, as nobody knows what the future may bring.",Easy life and seeming good fortune of others conceal a threat to their welfare.,Pride can mask suffering.,Life's disasters can often bring proud and worn boastful and presumptuous people back down to earth.,Pride in appearance can blind us to the struggles of others.,0,"Be cautious of pride, as nobody knows what the future may bring."
morables_320,"A donkey asked a horse to give him a nibble of barley. The horse replied, 'If only I could, I would do so gladly! Indeed, I would give you a great deal of barley, since I am a noble and generous character. When we return to the stable together this evening, I promise to give you an entire sack of grain.' The donkey then said to the horse, 'If you refuse to do me even this small favour now, why should I expect a still bigger favour in the future?'",People are quick to promise but reluctant to give.,Easy life and seeming good fortune of others conceal a threat to their welfare.,Persistence reveals true nobility.,It is easy to be skeptical and noble when there is no danger.,Generosity can bridge the gap between the humble and the proud.,0,People are quick to promise but reluctant to give.
morables_321,"A lion chose a donkey as his hunting companion and hid him in the bushes, ordering the donkey to frighten the wild animals with his unfamiliar voice while the lion ambushed the fleeing animals. Following the lion's instructions, our long-eared friend immediately began to bray with all his might. The animals were startled by this strange and amazing sound and they ran in terror toward their familiar hiding places, thus falling victim to the lion's violent attack. When the lion was exhausted by the slaughter, he summoned the donkey and told him to be quiet. The insolent creature then said to the lion, 'And what did you think of my vocalizing efforts?' 'Truly remarkable,' said the lion. 'In fact, if I didn't know already that you were a donkey born and bred, I also would have fled in fear.'",The loud-mouthed boaster does not impress nor frighten those who know him.,"Do not be what you are not, nor pretend to be what you are not.",Cunning often outwits violence.,Cunning burdens can continue in unexpected ways.,Forcing one to act against nature only unveils the folly of deceit.,0,The loud-mouthed boaster does not impress nor frighten those who know him.
morables_322,"A donkey saw a lyre lying in a field. He approached the instrument and as he tried to strum it with his hoof, the strings resounded at his touch. 'What a beautiful thing,' said the donkey, 'but completely inappropriate, since I don't know anything about music. If only someone better equipped than myself had found it, my ears would have been delighted by heavenly melodies!'",Talent is wasted when it's in the hands of the unappreciative.,There is no thing so worthy of wonderment which does not cease to be a miracle with the passage of timey.,"Curiosity can reveal beauty, but discernment is essential.","Curious, enviable conditions often have an inappropriate downside.",Beauty can be found in unexpected places.,0,Talent is wasted when it's in the hands of the unappreciative.
morables_323,"A donkey and a mule were walking along together. When the donkey saw that they were carrying equal loads, he got angry and complained that the mule was awarded a double portion of food even though she carried a load that was no bigger than his own. After they had journeyed a little further down the road, the driver saw that the donkey could not hold up under the weight, so he took part of the donkey's load and placed it on the mule. Later, when the driver saw that the donkey had grown even more tired, he again transferred some of the donkey's load to the mule, and so on. Finally the driver took the entire load and shifted it from the donkey to the mule. At that point the mule glanced over at the donkey and said, 'What do you say now: don't I deserve a double portion of food?'","Instead of looking at how things start, we should look instead at how they turn out in the end.","We must help one another, for if a neighbor falls, their burden will fall on you.",Patience outlasts anger.,"Many pretend to be concerned about some people's angry demise, when however what they want is for it to come quickly, as an observant few might notice.","Sometimes, our grievances mask the true balance of burdens we carry.",0,"Instead of looking at how things start, we should look instead at how they turn out in the end."
morables_324,"There was a donkey who worked for a gardener. Because the gardener made the donkey work very hard but gave him very little food, the donkey prayed to Zeus to take him away from the gardener and give him to another master, so Zeus sent Hermes to sell the donkey to a potter. The donkey also found this situation unbearable, since he was forced to carry even heavier loads than before. He called upon Zeus again, and this time Zeus arranged for the donkey to be purchased by a tanner. When the donkey saw the kind of work the tanner did, he said, 'Oh, it would have been better for me to have kept on working for my previous masters in a state of starvation! Now I have ended up in a place where I won't even get a proper burial after I die.'",People often appreciate what they had only after experiencing something worse.,Every Season has its own work.,Power without compassion breeds unhappiness.,"Whatever harsh and unforgiving happens, we must bear it with equanimity.","Sometimes, misfortune leads us to a destiny where our efforts find true worth.",0,People often appreciate what they had only after experiencing something worse.
morables_325,"An onager saw a donkey labouring under a heavy load and he made fun of the donkey's enslavement. 'Lucky me!' said the onager. 'I am free from bondage and do not have to work for anyone else, since I have grass near at hand on the hillsides, while you rely on someone else to feed you, forever oppressed by slavery and its blows!' At that very moment a lion happened to appear on the scene. He did not come near the donkey since the donkey's driver was standing beside him. The onager, however, was all alone, so the lion attacked and devoured him.",The insubordinate are free from both obligation and protection.,"We must help one another, for if a neighbor falls, their burden will fall on you.",Mockery often masks misfortune.,Unfortunate burdens can continue in unexpected ways.,Mocking others' burdens may blind you to your own vulnerabilities.,0,The insubordinate are free from both obligation and protection.
morables_326,"A cowardly old man had led his donkey out to pasture. At the unexpected sound of the enemy approaching, the old man was stricken with terror and tried to persuade the donkey to run away so that he wouldn't be captured. The donkey obstinately asked the old man, 'Tell me, do you suppose the victor will make me carry two pack saddles instead of one?' The old man said he did not think so. 'I rest my case,' concluded the donkey. 'What difference does it make who my master is, if I always carry one saddle at a time?'","In a change of government, the poor change nothing beyond the name of their master.","Instead of looking at how things start, we should look instead at how they turn out in the end.",Pragmatism overcomes obstinate fear.,The cowardly complain most who suffer the least obstinate troubles.,Cowardice can compel even the steadfast to forsake duty.,0,"In a change of government, the poor change nothing beyond the name of their master."
morables_327,"There was a man who wanted to buy a donkey. He selected one donkey for further examination and led him to where his own donkeys were, leaving him by the feeding trough. The new donkey went and stood next to the donkey who was the laziest and greediest of them all, ignoring all the others. As the new donkey showed no signs of any better behaviour, the man led him away again, returning him to his former master. When asked whether he had given the donkey a fair chance, the man explained, 'I don't even need to put him to the test: I know that he will be just the same as the one he chose for his companion.'",A man is known by the company he keeps.,It is easy to be brave when there is no danger.,Curiosity fuels decisive action.,"Avoid curious mischief and taking greedy, excessive risks.",Desires often lead to unexpected journeys.,0,A man is known by the company he keeps.
morables_328,"There was a man who had vowed that he would sacrifice a pig in honour of Hercules if the god agreed to rescue him from danger. When the man fulfilled his vow and sacrificed the pig, he then ordered that the pig's leftover barley be given to the donkey. The donkey, however, refused to touch it. 'This is the kind of food that would normally arouse my appetite,' said the horse, 'but not when it is the result of the previous diner having had his throat cut!'",Easy life and seeming good fortune of others conceal a threat to their welfare.,"Rashness brings luck to a few, misfortune to most.",Gratitude turns misfortune into strength.,"You can't always stop an unfortunate, discerning fool.",Promises made in desperation may not hold true in safety.,0,Easy life and seeming good fortune of others conceal a threat to their welfare.
morables_329,"The donkeys were tired of being burdened with burdens and labouring all the days of their lives, so they sent ambassadors to Zeus, asking him to release them from their toil. Zeus, wanting to show them that they had asked for something impossible, said that their suffering would come to an end on the day when they pissed a river. The donkeys took him seriously and to this day whenever donkeys see where another donkey has pissed, they come to a halt and piss in the same place.",One cannot circumvent his destiny.,People often appreciate what they had only after experiencing something worse.,Even the powerful need rest.,Tired people often appreciate what they had only after experiencing something burdened and worse.,Seeking change without understanding its consequences may lead to unforeseen challenges.,0,One cannot circumvent his destiny.
morables_330,"A donkey and a rooster lived together on a farm. A lion who had noticed the donkey crept up and was about to pounce when the rooster let loose a squawk. This frightened the lion (for they say that lions are terrified of the rooster's crowing) and he turned tail and ran. The donkey was elated at the thought of the lion running away from a rooster. He took off in pursuit of the lion but when the donkey had gone some distance away from the farm, the lion turned around and ate him.",False confidence often leads into danger.,"Do not be what you are not, nor pretend to be what you are not.",Naivety invites predation.,Naive people who grasp for more than they need are deprived of what they have by their predatory desires.,Harmony thrives when differences are embraced.,0,False confidence often leads into danger.
morables_331,"A donkey had turned aside from the main road and was heading for a cliff. The driver shouted at him, 'Where are you going, you wretched beast?' He grabbed hold of the donkey's tail and tried to drag him back from the cliff, but the donkey did not stop and instead kept going forward. So the man pushed the donkey even harder than he had pulled him back and said, 'Go ahead then! You can take the worthless victor's crown in this damned contest.'",You can't always stop a fool.,Men would bear their misfortunes more patiently if they considered the ones of others.,Persistence can overcome frustration.,"Everything pleases at first, but nothing pleases for a stubbornly determined long.",Straying from the path can lead to unforeseen dangers.,0,You can't always stop a fool.
morables_332,"A jackdaw saw that the doves in a dovecote were very well fed, so he dyed himself white and went to join them, expecting to share in their food. So long as the jackdaw kept quiet, the doves thought he was another dove and accepted him, but when he forgot to keep quiet and let out a squawk, the pigeons then recognized who he was and they pecked at him until he went away. Unable to feed with the doves, he then went back again to the jackdaws. But because they did not recognize his colour, they kept him away from their food and the jackdaw ended up with nothing to eat at all.",Greed for more can lead to losing what you already have.,Trusting as you wish to be trusted doesn't work between a rogue and an honest person. .,Discernment shields against deception.,A discerning bird in the hand is worth two unfortunate ones in the bush.,Desire for comfort can lead us to disguise our true selves.,0,Greed for more can lead to losing what you already have.
morables_333,"While excavating her den, a fox dug a hole in the earth and as she made deeper and deeper tunnels in the ground, she finally reached the cave of a dragon who was guarding a hidden treasure. When the fox saw the dragon, she said, 'First of all, I beg your pardon for this carelessness on my part; second, you no doubt realize that gold means nothing to me, so I hope that you will be so kind as to explain to me what profit you gain from this work, and what reward could be so great that you would forgo the pleasure of sleep and live out your life here in the dark?' 'I have no reward,' the dragon replied, 'but this task was assigned to me by Jupiter on high.' 'Does that mean you take nothing for yourself and do not give anything to anyone?' 'That is what the Fates have decreed.' 'Please don't be angry then if I speak freely,' concluded the fox, 'but someone who lives like this must have been born under an unlucky star!'",A life of greed and hoarding wealth leads to misery.,Be content with your lot.,Boldness without mercy leads to downfall.,"Don't deceive your curious, decisive self.",Curiosity can uncover the true value of what others hold dear.,0,A life of greed and hoarding wealth leads to misery.
morables_334,"Some men were making their way along the beach and reached a lookout point. From there, they could see a piece of driftwood floating far off in the distance, and they thought that it must be an enormous ship. They waited for a long time, thinking that the ship would put in to shore nearby. As the driftwood was blown closer to shore by the wind, they kept on waiting, but they no longer thought it was a great ship as before; they were now expecting some kind of smaller boat. As it was carried in even closer, they saw that it was just a piece of driftwood. The men then said to one another, 'How foolish of us! We had high expectations for something that was actually nothing.'",Our mere anticipations of life outrun its realities.,Do not dwell on what has passed.,Wisdom prevails over folly.,"Some foolish, deceptive things you cannot change.",New horizons may reveal unlikely treasures adrift in the vast unknown.,0,Our mere anticipations of life outrun its realities.
morables_335,"There was a woman whose husband was always drunk, so she came up with a plan to cure him of his drinking problem. After he had passed out one night and was sleeping the sleep of the dead, she picked him up and carried him on her shoulders to the common cemetery. Then she put him down on the ground and left him there. She waited until he had time to sober up, then she went and knocked at the entrance to the cemetery. Her husband shouted, 'Who's there?' She answered, 'I am the one who brings food to the dead.' Her husband shouted back, 'I don't want anything to eat, but bring me something to drink, my good man! It pains me to hear you speaking of food but saying nothing about a drink!' The woman then beat her breast and exclaimed, 'Woe is me! My ingenuity has not accomplished anything! O my husband, you have not simply failed to learn your lesson: you are actually even worse than before. Your problem has turned out to be permanent!'",It's hard to give up bad habits.,No one gladly revisits a place where they got hurt.,Genius falters when unchecked.,Ingenious talking is a frustrated waste of time when you can simply provide a demonstration.,"Sometimes, a startling perspective can lead to self-reflection.",0,It's hard to give up bad habits.
morables_336,"There were once some birds who gathered together for a group assembly and debated amongst themselves who was best suited to rule. The peacock said to the other birds, 'The kingship suits me best, since I am remarkably beautiful and in the prime of life.' While the rest of the birds were satisfied with the peacock, the raven made his way into their midst and protested, 'Tell me, if you become king, what is going to happen when the eagle attacks us: are you strong enough to rescue us from his assault?'",Beauty alone does not qualify one for leadership.,Be content with your lot; one cannot be first in everything.,"Beauty can be vain, but strength demands respect.",Honor the beautiful customs of the strong household you enter.,Unity is weakened by the pursuit of individual power.,0,Beauty alone does not qualify one for leadership.
morables_337,"The hares were at war with an eagle and they asked the foxes to be their allies. The foxes said in reply, 'We would agree to be your allies, if we didn't know what sort of creatures you are and who you are fighting against!'",Count the cost before you commit yourselves.,Favor those who do you kindness.,Wisdom tempers power.,Vulnerable people with a powerful history of wrongdoing are often not trusted.,Desperation can lead to alliances that bring as much danger as aid.,0,Count the cost before you commit yourselves.
morables_338,"Two roosters were fighting with one another. The loser hid himself away in a corner, while the rooster who had won the battle flew up on top of the house and flapped his wings, crowing about his victory. An eagle then swooped down and carried the rooster away.",Pride goes before destruction.,The safeguards of virtue are hateful to those with evil intentions.,Hidden strength triumphs over boastful pride.,"When your hidden adversary is also your opportunistic judge, don't bother arguing.",Pride in conflict often blinds us to greater threats.,0,Pride goes before destruction.
morables_339,"An eagle and a Fox formed an intimate friendship and decided to live near each other. The Eagle built her nest in the branches of a tall tree, while the Fox crept into the underwood and there produced her young. Not long after they had agreed upon this plan, the Eagle, being in want of provision for her young ones, swooped down while the Fox was out, seized upon one of the little cubs, and feasted herself and her brood. The Fox on her return, discovered what had happened, but was less grieved for the death of her young than for her inability to avenge them. A just retribution, however, quickly fell upon the Eagle. While hovering near an altar, on which some villagers were sacrificing a goat, she suddenly seized a piece of the flesh, and carried it, along with a burning cinder, to her nest. A strong breeze soon fanned the spark into a flame, and the eaglets, as yet unfledged and helpless, were roasted in their nest and dropped down dead at the bottom of the tree. There, in the sight of the Eagle, the Fox gobbled them up.",God is the ultimate judge.,Gossips are to be seen and not heard.,Carelessness invites predatory vengeance.,Even a high and mighty person should beware of his careless inferiors; their predatory ingenuity can find a way to take vengeful revenge.,Proximity does not guarantee harmony.,0,God is the ultimate judge.
